sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
One is the reported ability of fruit fly seminal fluid to incapacitate sperm in rival ejaculates .,One/PRP is/VBZ the/DT reported/VBN ability/NN of/IN fruit/NN fly/NN seminal/NN fluid/JJ to/TO incapacitate/VB sperm/NN in/IN rival/JJ ejaculates/NNS ./.," nsubj(ability-5, One-1) cop(ability-5, is-2) det(ability-5, the-3) amod(ability-5, reported-4) root(ROOT-0, ability-5) case(seminal-9, of-6) compound(seminal-9, fruit-7) compound(seminal-9, fly-8) nmod:of(ability-5, seminal-9) amod(seminal-9, fluid-10) mark(incapacitate-12, to-11) xcomp(fluid-10, incapacitate-12) dobj(incapacitate-12, sperm-13) case(ejaculates-16, in-14) amod(ejaculates-16, rival-15) nmod:in(incapacitate-12, ejaculates-16)  ",fly,8,"compound(seminal-9, fly-8) ",the reported ability of fruit fly seminal fluid to incapacitate sperm,NN,[],,,,,[],[],[],[],[],[],['seminal'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Previous studies by Parker , Simmons , and others indicated that second male sperm precedence in the dung fly occurs via displacement of sperm stored in the spermathecae , although some mixing still occurs among the ejaculates of competing males .","Previous/JJ studies/NNS by/IN Parker/NNP ,/, Simmons/NNP ,/, and/CC others/NNS indicated/VBD that/IN second/JJ male/JJ sperm/NN precedence/NN in/IN the/DT dung/NN fly/NN occurs/VBZ via/IN displacement/NN of/IN sperm/NN stored/VBN in/IN the/DT spermathecae/NN ,/, although/IN some/DT mixing/NN still/RB occurs/VBZ among/IN the/DT ejaculates/NNS of/IN competing/VBG males/NNS ./."," amod(studies-2, Previous-1) nsubj(indicated-10, studies-2) case(Parker-4, by-3) nmod:by(studies-2, Parker-4) nmod:by(studies-2, Simmons-6) conj:and(Parker-4, Simmons-6) cc(Parker-4, and-8) nmod:by(studies-2, others-9) conj:and(Parker-4, others-9) root(ROOT-0, indicated-10) mark(occurs-20, that-11) amod(precedence-15, second-12) amod(precedence-15, male-13) compound(precedence-15, sperm-14) nsubj(occurs-20, precedence-15) case(fly-19, in-16) det(fly-19, the-17) compound(fly-19, dung-18) nmod:in(precedence-15, fly-19) ccomp(indicated-10, occurs-20) case(displacement-22, via-21) nmod:via(occurs-20, displacement-22) case(sperm-24, of-23) nmod:of(displacement-22, sperm-24) acl(sperm-24, stored-25) case(spermathecae-28, in-26) det(spermathecae-28, the-27) nmod:in(stored-25, spermathecae-28) mark(occurs-34, although-30) det(mixing-32, some-31) nsubj(occurs-34, mixing-32) advmod(occurs-34, still-33) advcl(stored-25, occurs-34) case(ejaculates-37, among-35) det(ejaculates-37, the-36) nmod:among(occurs-34, ejaculates-37) case(males-40, of-38) amod(males-40, competing-39) nmod:of(ejaculates-37, males-40)  ",fly,19,"case(fly-19, in-16) det(fly-19, the-17) compound(fly-19, dung-18) nmod:in(precedence-15, fly-19) ",sperm precedence in the dung fly occurs via displacement of sperm,NN,[],,,,,"[('in', 'precedence')]",['in'],['precedence'],[],['the'],[],['dung'],[],[],[],[],['in'],[],[],[],[],,,singular,,,unknown,unknown
"For example , a male fruit fly 's seminal fluid not only disables the stored sperm of his competitors but also has toxic effects on the female , leading to an increase in female death rate .","For/IN example/NN ,/, a/DT male/JJ fruit/NN fly/NN 's/POS seminal/JJ fluid/NN not/RB only/JJ disables/VBZ the/DT stored/JJ sperm/NN of/IN his/PRP$ competitors/NNS but/CC also/RB has/VBZ toxic/JJ effects/NNS on/IN the/DT female/NN ,/, leading/VBG to/TO an/DT increase/NN in/IN female/JJ death/NN rate/NN ./."," case(example-2, For-1) nmod:for(disables-13, example-2) det(fly-7, a-4) amod(fly-7, male-5) compound(fly-7, fruit-6) nmod:poss(fluid-10, fly-7) case(fly-7, 's-8) amod(fluid-10, seminal-9) nsubj(disables-13, fluid-10) nsubj(has-22, fluid-10) neg(only-12, not-11) cc:preconj(disables-13, only-12) root(ROOT-0, disables-13) det(sperm-16, the-14) amod(sperm-16, stored-15) dobj(disables-13, sperm-16) case(competitors-19, of-17) nmod:poss(competitors-19, his-18) nmod:of(sperm-16, competitors-19) cc(disables-13, but-20) advmod(has-22, also-21) conj:and(disables-13, has-22) amod(effects-24, toxic-23) dobj(has-22, effects-24) case(female-27, on-25) det(female-27, the-26) nmod:on(effects-24, female-27) acl(effects-24, leading-29) case(increase-32, to-30) det(increase-32, an-31) nmod:to(leading-29, increase-32) case(rate-36, in-33) amod(rate-36, female-34) compound(rate-36, death-35) nmod:in(increase-32, rate-36)  ",fly,7,"det(fly-7, a-4) amod(fly-7, male-5) compound(fly-7, fruit-6) case(fly-7, 's-8) nmod:poss(fluid-10, fly-7) ","example , a male fruit fly 's seminal fluid not only",NN,[],,,,,[],[],[],[],['a'],[],['fruit'],['male'],['fluid'],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable,unknown
<p> These differentially labeled ( green or blue ) sperm were dissected from the seminal receptacle of a female fruit fly ( Drosophilia melanogaster ) that was inseminated by two different males .,<p>/RB These/DT differentially/JJ labeled/FW -LRB-/-LRB- green/JJ or/CC blue/JJ -RRB-/-RRB- sperm/NN were/VBD dissected/VBN from/IN the/DT seminal/JJ receptacle/NN of/IN a/DT female/JJ fruit/NN fly/NN -LRB-/-LRB- Drosophilia/NNP melanogaster/NN -RRB-/-RRB- that/WDT was/VBD inseminated/VBN by/IN two/CD different/JJ males/NNS ./.," advmod(dissected-12, <p>-1) det(sperm-10, These-2) amod(sperm-10, differentially-3) compound(sperm-10, labeled-4) dep(sperm-10, green-6) cc(green-6, or-7) conj:or(green-6, blue-8) dep(sperm-10, blue-8) nsubjpass(dissected-12, sperm-10) auxpass(dissected-12, were-11) root(ROOT-0, dissected-12) case(receptacle-16, from-13) det(receptacle-16, the-14) amod(receptacle-16, seminal-15) nmod:from(dissected-12, receptacle-16) case(fly-21, of-17) det(fly-21, a-18) amod(fly-21, female-19) compound(fly-21, fruit-20) nmod:of(receptacle-16, fly-21) nsubjpass(inseminated-28, fly-21) compound(melanogaster-24, Drosophilia-23) appos(fly-21, melanogaster-24) ref(fly-21, that-26) auxpass(inseminated-28, was-27) acl:relcl(fly-21, inseminated-28) case(males-32, by-29) nummod(males-32, two-30) amod(males-32, different-31) nmod:by(inseminated-28, males-32)  ",fly,21,"case(fly-21, of-17) det(fly-21, a-18) amod(fly-21, female-19) compound(fly-21, fruit-20) appos(fly-21, melanogaster-24) ref(fly-21, that-26) acl:relcl(fly-21, inseminated-28) nmod:of(receptacle-16, fly-21) nsubjpass(inseminated-28, fly-21) ",receptacle of a female fruit fly ( Drosophilia melanogaster ) that,NN,[],inseminated,VBN,subject,[],"[('of', 'receptacle')]",['of'],['receptacle'],[],['a'],[],['fruit'],['female'],[],[],[],['of'],[],"['modified', 'melanogaster']",[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"Members of gangs use a complex set of visual symbols to express their fierce allegiance to one another ( often sealed through sadistic rites of initiation ) : mismatched shoelaces ; the position of the belt buckle in relation to the fly ; plastic bracelets in coded colors ; and the menacing hieroglyphs of graffiti that delineate their beat , their turf , their sphere of influence .","Members/NNS of/IN gangs/NNS use/VBP a/DT complex/JJ set/NN of/IN visual/JJ symbols/NNS to/TO express/VB their/PRP$ fierce/JJ allegiance/NN to/TO one/CD another/DT -LRB-/-LRB- often/RB sealed/VBN through/IN sadistic/JJ rites/NNS of/IN initiation/NN -RRB-/-RRB- :/: mismatched/JJ shoelaces/NNS ;/: the/DT position/NN of/IN the/DT belt/NN buckle/VB in/IN relation/NN to/TO the/DT fly/NN ;/: plastic/JJ bracelets/NNS in/IN coded/JJ colors/NNS ;/: and/CC the/DT menacing/JJ hieroglyphs/NNS of/IN graffiti/NNS that/WDT delineate/VBP their/PRP$ beat/NN ,/, their/PRP$ turf/NN ,/, their/PRP$ sphere/NN of/IN influence/NN ./."," nsubj(use-4, Members-1) case(gangs-3, of-2) nmod:of(Members-1, gangs-3) root(ROOT-0, use-4) det(set-7, a-5) amod(set-7, complex-6) dobj(use-4, set-7) case(symbols-10, of-8) amod(symbols-10, visual-9) nmod:of(set-7, symbols-10) mark(express-12, to-11) acl(symbols-10, express-12) nmod:poss(allegiance-15, their-13) amod(allegiance-15, fierce-14) dobj(express-12, allegiance-15) case(one-17, to-16) nmod:to(express-12, one-17) dep(one-17, another-18) advmod(sealed-21, often-20) dep(symbols-10, sealed-21) case(rites-24, through-22) amod(rites-24, sadistic-23) nmod:through(sealed-21, rites-24) case(initiation-26, of-25) nmod:of(rites-24, initiation-26) amod(shoelaces-30, mismatched-29) dobj(use-4, shoelaces-30) conj:and(set-7, shoelaces-30) det(position-33, the-32) dep(shoelaces-30, position-33) case(belt-36, of-34) det(belt-36, the-35) nmod:of(position-33, belt-36) dep(belt-36, buckle-37) case(relation-39, in-38) nmod:in(buckle-37, relation-39) case(fly-42, to-40) det(fly-42, the-41) nmod:to(buckle-37, fly-42) amod(bracelets-45, plastic-44) dep(shoelaces-30, bracelets-45) case(colors-48, in-46) amod(colors-48, coded-47) nmod:in(bracelets-45, colors-48) cc(set-7, and-50) det(hieroglyphs-53, the-51) amod(hieroglyphs-53, menacing-52) dobj(use-4, hieroglyphs-53) conj:and(set-7, hieroglyphs-53) case(graffiti-55, of-54) nmod:of(hieroglyphs-53, graffiti-55) nsubj(delineate-57, graffiti-55) ref(graffiti-55, that-56) acl:relcl(graffiti-55, delineate-57) nmod:poss(beat-59, their-58) dobj(delineate-57, beat-59) nmod:poss(turf-62, their-61) appos(beat-59, turf-62) nmod:poss(sphere-65, their-64) appos(beat-59, sphere-65) case(influence-67, of-66) nmod:of(sphere-65, influence-67)  ",fly,42,"case(fly-42, to-40) det(fly-42, the-41) nmod:to(buckle-37, fly-42) ",buckle in relation to the fly ; plastic bracelets in coded,NN,[],,,,,"[('to', 'buckle')]",['to'],['buckle'],[],['the'],[],[],[],[],[],[],['to'],[],[],[],[],,,singular,,,unknown,unknown
"( n25 ) <p> Recourse to this performative dimension of theological statements is Lindbeck 's way out of the epistemological fly bottle , and echoes the Kantian shift from metaphysics to ethics .","-LRB-/-LRB- n25/NNP -RRB-/-RRB- <p>/NNP Recourse/NNP to/TO this/DT performative/JJ dimension/NN of/IN theological/JJ statements/NNS is/VBZ Lindbeck/NNP 's/POS way/NN out/RP of/IN the/DT epistemological/JJ fly/NN bottle/NN ,/, and/CC echoes/VBD the/DT Kantian/NNP shift/NN from/IN metaphysics/NNS to/TO ethics/NNS ./."," appos(Recourse-5, n25-2) compound(Recourse-5, <p>-4) nsubj(way-16, Recourse-5) nsubj(echoes-25, Recourse-5) case(dimension-9, to-6) det(dimension-9, this-7) amod(dimension-9, performative-8) nmod:to(Recourse-5, dimension-9) case(statements-12, of-10) amod(statements-12, theological-11) nmod:of(dimension-9, statements-12) cop(way-16, is-13) nmod:poss(way-16, Lindbeck-14) case(Lindbeck-14, 's-15) root(ROOT-0, way-16) dep(way-16, out-17) case(bottle-22, of-18) det(bottle-22, the-19) amod(bottle-22, epistemological-20) compound(bottle-22, fly-21) nmod:of(way-16, bottle-22) cc(way-16, and-24) conj:and(way-16, echoes-25) det(shift-28, the-26) compound(shift-28, Kantian-27) dobj(echoes-25, shift-28) case(metaphysics-30, from-29) nmod:from(echoes-25, metaphysics-30) case(ethics-32, to-31) nmod:to(echoes-25, ethics-32)  ",fly,21,"compound(bottle-22, fly-21) ","way out of the epistemological fly bottle , and echoes the",NN,[],,,,,[],[],[],[],[],[],['bottle'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
<p> The fly in the ointment is that this is simply not true .,<p>/RB The/DT fly/NN in/IN the/DT ointment/NN is/VBZ that/IN this/DT is/VBZ simply/RB not/RB true/JJ ./.," advmod(is-7, <p>-1) det(fly-3, The-2) nsubj(is-7, fly-3) case(ointment-6, in-4) det(ointment-6, the-5) nmod:in(fly-3, ointment-6) root(ROOT-0, is-7) mark(true-13, that-8) nsubj(true-13, this-9) cop(true-13, is-10) advmod(true-13, simply-11) neg(true-13, not-12) ccomp(is-7, true-13)  ",fly,3,"det(fly-3, The-2) nmod:in(fly-3, ointment-6) nsubj(is-7, fly-3) ",<p> The fly in the ointment is that,NN,[],is,VBZ,subject,[],"[('in', 'ointment')]",['in'],[],['ointment'],['The'],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
( n6 ) <p> So-called fly ash is also created as a by-product when coal is burned in power plants .,-LRB-/-LRB- n6/NNP -RRB-/-RRB- <p>/VBP So-called/JJ fly/NN ash/NNS is/VBZ also/RB created/VBN as/IN a/DT by-product/NN when/WRB coal/NN is/VBZ burned/VBN in/IN power/NN plants/NNS ./.," nsubj(<p>-4, n6-2) root(ROOT-0, <p>-4) amod(ash-7, So-called-5) compound(ash-7, fly-6) nsubjpass(created-10, ash-7) auxpass(created-10, is-8) advmod(created-10, also-9) ccomp(<p>-4, created-10) case(by-product-13, as-11) det(by-product-13, a-12) nmod:as(created-10, by-product-13) advmod(burned-17, when-14) nsubjpass(burned-17, coal-15) auxpass(burned-17, is-16) acl:relcl(by-product-13, burned-17) case(plants-20, in-18) compound(plants-20, power-19) nmod:in(burned-17, plants-20)  ",fly,6,"compound(ash-7, fly-6) ",( n6 ) <p> So-called fly ash is also created as,NN,[],created,VBN,subject,[],[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"I do not know what makes you people so damned smart , but you really do have a knack for doing the right thing , and I think that is really what is making your economy fly down here at this point in time .","I/PRP do/VBP not/RB know/VB what/WP makes/VBZ you/PRP people/NNS so/RB damned/RB smart/JJ ,/, but/CC you/PRP really/RB do/VBP have/VB a/DT knack/NN for/IN doing/VBG the/DT right/JJ thing/NN ,/, and/CC I/PRP think/VBP that/IN is/VBZ really/RB what/WP is/VBZ making/VBG your/PRP$ economy/NN fly/NN down/RB here/RB at/IN this/DT point/NN in/IN time/NN ./."," nsubj(know-4, I-1) aux(know-4, do-2) neg(know-4, not-3) root(ROOT-0, know-4) nsubj(makes-6, what-5) ccomp(know-4, makes-6) nsubj(people-8, you-7) xcomp(makes-6, people-8) advmod(smart-11, so-9) advmod(smart-11, damned-10) amod(people-8, smart-11) cc(know-4, but-13) nsubj(have-17, you-14) advmod(have-17, really-15) aux(have-17, do-16) conj:but(know-4, have-17) det(knack-19, a-18) dobj(have-17, knack-19) mark(doing-21, for-20) acl(knack-19, doing-21) det(thing-24, the-22) amod(thing-24, right-23) dobj(doing-21, thing-24) cc(have-17, and-26) nsubj(think-28, I-27) conj:but(know-4, think-28) conj:and(have-17, think-28) mark(is-30, that-29) ccomp(think-28, is-30) advmod(is-30, really-31) nsubj(making-34, what-32) aux(making-34, is-33) ccomp(is-30, making-34) nmod:poss(fly-37, your-35) compound(fly-37, economy-36) dobj(making-34, fly-37) advmod(here-39, down-38) advmod(making-34, here-39) case(point-42, at-40) det(point-42, this-41) nmod:at(making-34, point-42) case(time-44, in-43) nmod:in(point-42, time-44)  ",fly,37,"nmod:poss(fly-37, your-35) compound(fly-37, economy-36) dobj(making-34, fly-37) ",what is making your economy fly down here at this point,NN,[],making,VBG,object,[],[],[],[],[],[],[],['economy'],[],[],['your'],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Tuning to a single note does not enable students to make the "" on the fly "" intonation adjustments essential for performing in tune .",Tuning/VBG to/TO a/DT single/JJ note/NN does/VBZ not/RB enable/VB students/NNS to/TO make/VB the/DT ''/'' on/IN the/DT fly/NN ''/'' intonation/NN adjustments/NNS essential/JJ for/IN performing/VBG in/IN tune/NN ./.," csubj(enable-8, Tuning-1) case(note-5, to-2) det(note-5, a-3) amod(note-5, single-4) nmod:to(Tuning-1, note-5) aux(enable-8, does-6) neg(enable-8, not-7) root(ROOT-0, enable-8) dobj(enable-8, students-9) nsubj(make-11, students-9) mark(make-11, to-10) xcomp(enable-8, make-11) dobj(make-11, the-12) case(adjustments-19, on-14) det(adjustments-19, the-15) compound(adjustments-19, fly-16) compound(adjustments-19, intonation-18) nmod:on(make-11, adjustments-19) amod(adjustments-19, essential-20) mark(performing-22, for-21) advcl(essential-20, performing-22) case(tune-24, in-23) nmod:in(performing-22, tune-24)  ",fly,16,"compound(adjustments-19, fly-16) ","make the "" on the fly "" intonation adjustments essential for",NN,[],,,,,[],[],[],[],[],[],['adjustments'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
He often carries an African fly whisk made of hide and hair ( Fig.,He/PRP often/RB carries/VBZ an/DT African/JJ fly/NN whisk/NN made/VBN of/IN hide/NNP and/CC hair/NNP -LRB-/-LRB- Fig/NNP ./.," nsubj(carries-3, He-1) advmod(carries-3, often-2) root(ROOT-0, carries-3) det(whisk-7, an-4) amod(whisk-7, African-5) compound(whisk-7, fly-6) dobj(carries-3, whisk-7) acl(whisk-7, made-8) case(hide-10, of-9) nmod:of(made-8, hide-10) cc(hide-10, and-11) compound(Fig-14, hair-12) nmod:of(made-8, Fig-14) conj:and(hide-10, Fig-14)  ",fly,6,"compound(whisk-7, fly-6) ",He often carries an African fly whisk made of hide and,NN,[],carries,VBZ,object,[],[],[],[],[],[],[],['whisk'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"A compost pad was built from a hydrated fly ash product , and a windrow injection system was developed for accepting pharmaceutical wastewater residuals from Genencor International and paper mill sludge from Cedar River Paper Company .","A/DT compost/NN pad/NN was/VBD built/VBN from/IN a/DT hydrated/JJ fly/NN ash/NN product/NN ,/, and/CC a/DT windrow/NN injection/NN system/NN was/VBD developed/VBN for/IN accepting/VBG pharmaceutical/JJ wastewater/NN residuals/NNS from/IN Genencor/NNP International/NNP and/CC paper/NN mill/NN sludge/NN from/IN Cedar/NNP River/NNP Paper/NNP Company/NNP ./."," det(pad-3, A-1) compound(pad-3, compost-2) nsubjpass(built-5, pad-3) auxpass(built-5, was-4) root(ROOT-0, built-5) case(product-11, from-6) det(product-11, a-7) amod(product-11, hydrated-8) compound(product-11, fly-9) compound(product-11, ash-10) nmod:from(built-5, product-11) cc(built-5, and-13) det(system-17, a-14) compound(system-17, windrow-15) compound(system-17, injection-16) nsubjpass(developed-19, system-17) auxpass(developed-19, was-18) conj:and(built-5, developed-19) mark(accepting-21, for-20) advcl(developed-19, accepting-21) amod(residuals-24, pharmaceutical-22) compound(residuals-24, wastewater-23) dobj(accepting-21, residuals-24) case(International-27, from-25) compound(International-27, Genencor-26) nmod:from(accepting-21, International-27) cc(International-27, and-28) compound(sludge-31, paper-29) compound(sludge-31, mill-30) nmod:from(accepting-21, sludge-31) conj:and(International-27, sludge-31) case(Company-36, from-32) compound(Company-36, Cedar-33) compound(Company-36, River-34) compound(Company-36, Paper-35) nmod:from(accepting-21, Company-36)  ",fly,9,"compound(product-11, fly-9) ","was built from a hydrated fly ash product , and a",NN,[],,,,,[],[],[],[],[],[],['product'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
", slime molds , fungi , vulture , slug , flesh fly ) associated with these core substances may also evoke disgust .",",/, slime/NN molds/NNS ,/, fungi/NNS ,/, vulture/NN ,/, slug/NN ,/, flesh/NN fly/NN -RRB-/-RRB- associated/VBN with/IN these/DT core/JJ substances/NNS may/MD also/RB evoke/VB disgust/NN ./."," compound(molds-3, slime-2) dep(fungi-5, molds-3) nsubj(evoke-21, fungi-5) appos(fungi-5, vulture-7) appos(vulture-7, slug-9) compound(fly-12, flesh-11) appos(vulture-7, fly-12) acl(fungi-5, associated-14) case(substances-18, with-15) det(substances-18, these-16) amod(substances-18, core-17) nmod:with(associated-14, substances-18) aux(evoke-21, may-19) advmod(evoke-21, also-20) root(ROOT-0, evoke-21) dobj(evoke-21, disgust-22)  ",fly,12,"compound(fly-12, flesh-11) appos(vulture-7, fly-12) ","vulture , slug , flesh fly ) associated with these core",NN,[],,,,,[],[],[],[],[],[],['flesh'],[],[],[],[],[],[],"['modifier', 'vulture']",[],[],,,singular,,,unknown,unknown
"The quenched slag forms an inert , vitreous granular material with only about one-third the volume of fly ash .","The/DT quenched/JJ slag/NN forms/VBZ an/DT inert/JJ ,/, vitreous/JJ granular/JJ material/NN with/IN only/RB about/RB one-third/NN the/DT volume/NN of/IN fly/NN ash/JJ ./."," det(slag-3, The-1) amod(slag-3, quenched-2) nsubj(forms-4, slag-3) root(ROOT-0, forms-4) det(material-10, an-5) amod(material-10, inert-6) amod(material-10, vitreous-8) amod(material-10, granular-9) nsubj(ash-19, material-10) case(volume-16, with-11) advmod(one-third-14, only-12) advmod(one-third-14, about-13) nummod(volume-16, one-third-14) det(volume-16, the-15) nmod:with(material-10, volume-16) case(fly-18, of-17) nmod:of(volume-16, fly-18) xcomp(forms-4, ash-19)  ",fly,18,"case(fly-18, of-17) nmod:of(volume-16, fly-18) ",about one-third the volume of fly ash .,NN,[],,,,,"[('of', 'volume')]",['of'],['volume'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
Unburned carbon content can be further reduced in a commercial scale LEBS by recycling the fly ash into the firing chamber .,Unburned/JJ carbon/NN content/NN can/MD be/VB further/RBR reduced/VBN in/IN a/DT commercial/JJ scale/NN LEBS/NNS by/IN recycling/VBG the/DT fly/NN ash/JJ into/IN the/DT firing/NN chamber/NN ./.," amod(content-3, Unburned-1) compound(content-3, carbon-2) nsubjpass(reduced-7, content-3) aux(reduced-7, can-4) auxpass(reduced-7, be-5) advmod(reduced-7, further-6) root(ROOT-0, reduced-7) case(LEBS-12, in-8) det(LEBS-12, a-9) amod(LEBS-12, commercial-10) compound(LEBS-12, scale-11) nmod:in(reduced-7, LEBS-12) mark(recycling-14, by-13) advcl(reduced-7, recycling-14) det(fly-16, the-15) nsubj(ash-17, fly-16) xcomp(recycling-14, ash-17) case(chamber-21, into-18) det(chamber-21, the-19) compound(chamber-21, firing-20) nmod:into(ash-17, chamber-21)  ",fly,16,"det(fly-16, the-15) nsubj(ash-17, fly-16) ",scale LEBS by recycling the fly ash into the firing chamber,NN,[],,,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Single-bit errors in any of these areas are corrected , on the fly , with no loss in performance .","Single-bit/JJ errors/NNS in/IN any/DT of/IN these/DT areas/NNS are/VBP corrected/VBN ,/, on/IN the/DT fly/NN ,/, with/IN no/DT loss/NN in/IN performance/NN ./."," amod(errors-2, Single-bit-1) nsubjpass(corrected-9, errors-2) case(any-4, in-3) nmod:in(errors-2, any-4) case(areas-7, of-5) det(areas-7, these-6) nmod:of(any-4, areas-7) auxpass(corrected-9, are-8) root(ROOT-0, corrected-9) case(fly-13, on-11) det(fly-13, the-12) nmod:on(corrected-9, fly-13) case(loss-17, with-15) neg(loss-17, no-16) nmod:with(corrected-9, loss-17) case(performance-19, in-18) nmod:in(loss-17, performance-19)  ",fly,13,"case(fly-13, on-11) det(fly-13, the-12) nmod:on(corrected-9, fly-13) ","are corrected , on the fly , with no loss in",NN,[],,,,,"[('on', 'corrected')]",['on'],['corrected'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"These include chemical characteristics ( such as ignitability or explosivity ) , status as an industrial by-product that has undergone a specific process ( such as fly ash ) , technology of origin ( such as electroplating ) , generic groupings ( such as oily waste ) , and specific lists of wastes or waste types.","These/DT include/VBP chemical/NN characteristics/NNS -LRB-/-LRB- such/JJ as/IN ignitability/NN or/CC explosivity/NN -RRB-/-RRB- ,/, status/NN as/IN an/DT industrial/JJ by-product/NN that/WDT has/VBZ undergone/VBN a/DT specific/JJ process/NN -LRB-/-LRB- such/JJ as/IN fly/NN ash/NNS -RRB-/-RRB- ,/, technology/NN of/IN origin/NN -LRB-/-LRB- such/JJ as/IN electroplating/NN -RRB-/-RRB- ,/, generic/JJ groupings/NNS -LRB-/-LRB- such/JJ as/IN oily/JJ waste/NN -RRB-/-RRB- ,/, and/CC specific/JJ lists/NNS of/IN wastes/NNS or/CC waste/NN types/NNS ./."," nsubj(include-2, These-1) root(ROOT-0, include-2) compound(characteristics-4, chemical-3) dobj(include-2, characteristics-4) case(ignitability-8, such-6) mwe(such-6, as-7) nmod:such_as(characteristics-4, ignitability-8) cc(ignitability-8, or-9) nmod:such_as(characteristics-4, explosivity-10) conj:or(ignitability-8, explosivity-10) appos(characteristics-4, status-13) nsubj(undergone-20, status-13) case(by-product-17, as-14) det(by-product-17, an-15) amod(by-product-17, industrial-16) nmod:as(status-13, by-product-17) ref(status-13, that-18) aux(undergone-20, has-19) acl:relcl(status-13, undergone-20) det(process-23, a-21) amod(process-23, specific-22) dobj(undergone-20, process-23) case(ash-28, such-25) mwe(such-25, as-26) compound(ash-28, fly-27) nmod:such_as(process-23, ash-28) appos(process-23, technology-31) case(origin-33, of-32) nmod:of(technology-31, origin-33) case(electroplating-37, such-35) mwe(such-35, as-36) nmod:such_as(status-13, electroplating-37) amod(groupings-41, generic-40) appos(characteristics-4, groupings-41) conj:and(status-13, groupings-41) nsubj(undergone-20, groupings-41) case(waste-46, such-43) mwe(such-43, as-44) amod(waste-46, oily-45) nmod:such_as(groupings-41, waste-46) cc(status-13, and-49) amod(lists-51, specific-50) appos(characteristics-4, lists-51) conj:and(status-13, lists-51) nsubj(undergone-20, lists-51) case(wastes-53, of-52) nmod:of(lists-51, wastes-53) cc(wastes-53, or-54) compound(types-56, waste-55) nmod:of(lists-51, types-56) conj:or(wastes-53, types-56)  ",fly,27,"compound(ash-28, fly-27) ","specific process ( such as fly ash ) , technology of",NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
