sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Bluetongue viruses can cause serious illness and death in sheep .,Bluetongue/JJ viruses/NNS can/MD cause/VB serious/JJ illness/NN and/CC death/NN in/IN sheep/NN ./.," amod(viruses-2, Bluetongue-1) nsubj(cause-4, viruses-2) aux(cause-4, can-3) root(ROOT-0, cause-4) amod(illness-6, serious-5) dobj(cause-4, illness-6) cc(illness-6, and-7) dobj(cause-4, death-8) conj:and(illness-6, death-8) case(sheep-10, in-9) nmod:in(cause-4, sheep-10)  ",sheep,10,"case(sheep-10, in-9) nmod:in(cause-4, sheep-10) ",serious illness and death in sheep .,NN,[],,,,,"[('in', 'cause')]",['in'],['cause'],[],[],[],[],[],[],[],[],['in'],[],[],[],[],,,singular,,,unknown,unknown
<p> A sheep with bluetongue can develop swollen lips and tongue .,<p>/RB A/DT sheep/NN with/IN bluetongue/NN can/MD develop/VB swollen/JJ lips/NNS and/CC tongue/NN ./.," advmod(develop-7, <p>-1) det(sheep-3, A-2) nsubj(develop-7, sheep-3) case(bluetongue-5, with-4) nmod:with(sheep-3, bluetongue-5) aux(develop-7, can-6) root(ROOT-0, develop-7) amod(lips-9, swollen-8) dobj(develop-7, lips-9) cc(lips-9, and-10) dobj(develop-7, tongue-11) conj:and(lips-9, tongue-11)  ",sheep,3,"det(sheep-3, A-2) nmod:with(sheep-3, bluetongue-5) nsubj(develop-7, sheep-3) ",<p> A sheep with bluetongue can develop swollen,NN,[],develop,VB,subject,[],"[('with', 'bluetongue')]",['with'],[],['bluetongue'],['A'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"While less than 5 percent of infected U.S. sheep die , bluetongue strains in other countries can cause much higher mortality .","While/IN less/JJR than/IN 5/CD percent/NN of/IN infected/JJ U.S./NNP sheep/NN die/VBP ,/, bluetongue/JJ strains/NNS in/IN other/JJ countries/NNS can/MD cause/VB much/RB higher/JJR mortality/NN ./."," mark(die-10, While-1) advmod(5-4, less-2) mwe(less-2, than-3) nummod(percent-5, 5-4) nsubj(die-10, percent-5) case(sheep-9, of-6) amod(sheep-9, infected-7) compound(sheep-9, U.S.-8) nmod:of(percent-5, sheep-9) advcl(cause-18, die-10) amod(strains-13, bluetongue-12) nsubj(cause-18, strains-13) case(countries-16, in-14) amod(countries-16, other-15) nmod:in(strains-13, countries-16) aux(cause-18, can-17) root(ROOT-0, cause-18) advmod(higher-20, much-19) amod(mortality-21, higher-20) dobj(cause-18, mortality-21)  ",sheep,9,"case(sheep-9, of-6) amod(sheep-9, infected-7) compound(sheep-9, U.S.-8) nmod:of(percent-5, sheep-9) ","5 percent of infected U.S. sheep die , bluetongue strains in",NN,[],,,,,"[('of', 'percent')]",['of'],['percent'],[],[],[],[],['infected'],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
This costs U.S. cattle and sheep producers an estimated $125 million annually in lost trade and in testing to certify that the animals or products do n't carry any of the bluetongue viruses .,This/DT costs/VBZ U.S./NNP cattle/NNS and/CC sheep/NN producers/NNS an/DT estimated/VBN $/$ 125/CD million/CD annually/RB in/IN lost/JJ trade/NN and/CC in/IN testing/VBG to/TO certify/VB that/IN the/DT animals/NNS or/CC products/NNS do/VBP n't/RB carry/VB any/DT of/IN the/DT bluetongue/JJ viruses/NNS ./.," nsubj(costs-2, This-1) root(ROOT-0, costs-2) compound(cattle-4, U.S.-3) iobj(costs-2, cattle-4) cc(cattle-4, and-5) compound(producers-7, sheep-6) iobj(costs-2, producers-7) conj:and(cattle-4, producers-7) det($-10, an-8) amod($-10, estimated-9) dobj(costs-2, $-10) compound(million-12, 125-11) nummod($-10, million-12) advmod(any-30, annually-13) case(trade-16, in-14) amod(trade-16, lost-15) nmod:in(any-30, trade-16) cc(any-30, and-17) mark(testing-19, in-18) nmod($-10, testing-19) conj:and(any-30, testing-19) mark(certify-21, to-20) xcomp(testing-19, certify-21) mark(carry-29, that-22) det(animals-24, the-23) nsubj(carry-29, animals-24) cc(animals-24, or-25) conj:or(animals-24, products-26) nsubj(carry-29, products-26) aux(carry-29, do-27) neg(carry-29, n't-28) ccomp(certify-21, carry-29) nmod($-10, any-30) case(viruses-34, of-31) det(viruses-34, the-32) amod(viruses-34, bluetongue-33) nmod:of(any-30, viruses-34)  ",sheep,6,"compound(producers-7, sheep-6) ",This costs U.S. cattle and sheep producers an estimated $125 million,NN,[],costs,VBZ,object,[],[],[],[],[],[],[],['producers'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> The compost is made from cow , horse and sheep manure , straw , grape skins and grape pomace . ""","<p>/RB The/DT compost/NN is/VBZ made/VBN from/IN cow/NN ,/, horse/NN and/CC sheep/NN manure/NN ,/, straw/NN ,/, grape/JJ skins/NNS and/CC grape/JJ pomace/NN ./. ''/''"," advmod(made-5, <p>-1) det(compost-3, The-2) nsubjpass(made-5, compost-3) auxpass(made-5, is-4) root(ROOT-0, made-5) case(manure-12, from-6) compound(manure-12, cow-7) conj:and(cow-7, horse-9) compound(manure-12, horse-9) cc(cow-7, and-10) conj:and(cow-7, sheep-11) compound(manure-12, sheep-11) nmod:from(made-5, manure-12) nmod:from(made-5, straw-14) conj:and(manure-12, straw-14) amod(skins-17, grape-16) nmod:from(made-5, skins-17) conj:and(manure-12, skins-17) cc(manure-12, and-18) amod(pomace-20, grape-19) nmod:from(made-5, pomace-20) conj:and(manure-12, pomace-20)  ",sheep,11,"conj:and(cow-7, sheep-11) compound(manure-12, sheep-11) ","from cow , horse and sheep manure , straw , grape",NN,[],,,,,[],[],[],[],[],"[('and', 'cow')]",['manure'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"We do n't compost the vine trimmings because the sheep push them into the ground while grazing , "" says farm manager Javier Meza .","We/PRP do/VBP n't/RB compost/VB the/DT vine/NN trimmings/NNS because/IN the/DT sheep/NN push/VBP them/PRP into/IN the/DT ground/NN while/NN grazing/NN ,/, ''/'' says/VBZ farm/NN manager/NN Javier/NNP Meza/NNP ./."," nsubj(compost-4, We-1) aux(compost-4, do-2) neg(compost-4, n't-3) ccomp(says-20, compost-4) det(trimmings-7, the-5) compound(trimmings-7, vine-6) dobj(compost-4, trimmings-7) mark(push-11, because-8) det(sheep-10, the-9) nsubj(push-11, sheep-10) advcl(compost-4, push-11) dobj(push-11, them-12) case(grazing-17, into-13) det(grazing-17, the-14) compound(grazing-17, ground-15) compound(grazing-17, while-16) nmod:into(push-11, grazing-17) root(ROOT-0, says-20) compound(Meza-24, farm-21) compound(Meza-24, manager-22) compound(Meza-24, Javier-23) nsubj(says-20, Meza-24)  ",sheep,10,"det(sheep-10, the-9) nsubj(push-11, sheep-10) ",the vine trimmings because the sheep push them into the ground,NN,[],push,VBP,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"PREFORMATTED TABLE <p> And this too is one of our visions of the warrior - the warrior as pure expression of will ; the warrior as wolf in a herd of sheep , overcoming and eating all we hold dear ; the warrior as criminal of the most horrific sort - the criminal who acts in furtherance of an agenda wholly his own .","PREFORMATTED/NNP TABLE/NNP <p>/VBP And/CC this/DT too/RB is/VBZ one/CD of/IN our/PRP$ visions/NNS of/IN the/DT warrior/NN -/: the/DT warrior/NN as/IN pure/JJ expression/NN of/IN will/NN ;/: the/DT warrior/NN as/IN wolf/NN in/IN a/DT herd/NN of/IN sheep/NN ,/, overcoming/VBG and/CC eating/VBG all/DT we/PRP hold/VBP dear/RB ;/: the/DT warrior/NN as/IN criminal/JJ of/IN the/DT most/RBS horrific/JJ sort/NN -/: the/DT criminal/NN who/WP acts/VBZ in/IN furtherance/NN of/IN an/DT agenda/NN wholly/VBZ his/PRP$ own/JJ ./."," compound(TABLE-2, PREFORMATTED-1) nsubj(<p>-3, TABLE-2) root(ROOT-0, <p>-3) cc(one-8, And-4) nsubj(one-8, this-5) advmod(one-8, too-6) cop(one-8, is-7) dep(<p>-3, one-8) case(visions-11, of-9) nmod:poss(visions-11, our-10) nmod:of(one-8, visions-11) case(warrior-14, of-12) det(warrior-14, the-13) nmod:of(visions-11, warrior-14) det(warrior-17, the-16) dep(visions-11, warrior-17) case(expression-20, as-18) amod(expression-20, pure-19) nmod:as(warrior-17, expression-20) case(will-22, of-21) nmod:of(expression-20, will-22) det(warrior-25, the-24) dep(visions-11, warrior-25) case(wolf-27, as-26) nmod:as(warrior-25, wolf-27) case(herd-30, in-28) det(herd-30, a-29) nmod:in(wolf-27, herd-30) case(sheep-32, of-31) nmod:of(herd-30, sheep-32) acl(visions-11, overcoming-34) cc(overcoming-34, and-35) acl(visions-11, eating-36) conj:and(overcoming-34, eating-36) dobj(overcoming-34, all-37) nsubj(hold-39, we-38) acl:relcl(all-37, hold-39) xcomp(hold-39, dear-40) det(warrior-43, the-42) nsubj(wholly-61, warrior-43) case(criminal-45, as-44) nmod:as(warrior-43, criminal-45) case(sort-50, of-46) det(sort-50, the-47) advmod(sort-50, most-48) amod(sort-50, horrific-49) nmod:of(criminal-45, sort-50) det(criminal-53, the-52) dep(sort-50, criminal-53) nsubj(acts-55, criminal-53) ref(criminal-53, who-54) acl:relcl(criminal-53, acts-55) case(furtherance-57, in-56) nmod:in(acts-55, furtherance-57) case(agenda-60, of-58) det(agenda-60, an-59) nmod:of(furtherance-57, agenda-60) parataxis(one-8, wholly-61) nmod:poss(own-63, his-62) dobj(wholly-61, own-63)  ",sheep,32,"case(sheep-32, of-31) nmod:of(herd-30, sheep-32) ","wolf in a herd of sheep , overcoming and eating all",NN,[],,,,,"[('of', 'herd')]",['of'],['herd'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
Even the best families have their black sheep .,Even/RB the/DT best/JJS families/NNS have/VBP their/PRP$ black/JJ sheep/NN ./.," advmod(families-4, Even-1) det(families-4, the-2) amod(families-4, best-3) nsubj(have-5, families-4) root(ROOT-0, have-5) nmod:poss(sheep-8, their-6) amod(sheep-8, black-7) dobj(have-5, sheep-8)  ",sheep,8,"nmod:poss(sheep-8, their-6) amod(sheep-8, black-7) dobj(have-5, sheep-8) ",best families have their black sheep .,NN,[],have,VBP,object,[],[],[],[],[],[],[],[],['black'],[],['their'],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"A rancher who runs cattle near Red Lodge , over by the park 's northeast comer , said he was too busy dealing with bears to worry about wolves yet , "" but if I had sheep -- wolves are hell on sheep -- I 'd go crazy over this Yellowstone thing . ""","A/DT rancher/NN who/WP runs/VBZ cattle/NNS near/IN Red/NNP Lodge/NNP ,/, over/RB by/IN the/DT park/NN 's/POS northeast/NN comer/NN ,/, said/VBD he/PRP was/VBD too/RB busy/JJ dealing/VBG with/IN bears/NNS to/TO worry/VB about/IN wolves/NNS yet/RB ,/, ''/'' but/CC if/IN I/PRP had/VBD sheep/NN --/: wolves/NNS are/VBP hell/NN on/IN sheep/NN --/: I/PRP 'd/MD go/VB crazy/JJ over/IN this/DT Yellowstone/NNP thing/NN ./. ''/''"," det(rancher-2, A-1) nsubj(runs-4, rancher-2) nsubj(said-18, rancher-2) ref(rancher-2, who-3) acl:relcl(rancher-2, runs-4) dobj(runs-4, cattle-5) case(Lodge-8, near-6) compound(Lodge-8, Red-7) nmod:near(cattle-5, Lodge-8) advmod(said-18, over-10) case(comer-16, by-11) det(park-13, the-12) nmod:poss(comer-16, park-13) case(park-13, 's-14) compound(comer-16, northeast-15) nmod:by(over-10, comer-16) root(ROOT-0, said-18) nsubj(busy-22, he-19) cop(busy-22, was-20) advmod(busy-22, too-21) ccomp(said-18, busy-22) xcomp(busy-22, dealing-23) case(bears-25, with-24) nmod:with(dealing-23, bears-25) mark(worry-27, to-26) xcomp(dealing-23, worry-27) case(wolves-29, about-28) nmod:about(worry-27, wolves-29) advmod(worry-27, yet-30) cc(said-18, but-33) mark(had-36, if-34) nsubj(had-36, I-35) advcl(go-47, had-36) dobj(had-36, sheep-37) nsubj(hell-41, wolves-39) cop(hell-41, are-40) parataxis(go-47, hell-41) case(sheep-43, on-42) nmod:on(hell-41, sheep-43) nsubj(go-47, I-45) aux(go-47, 'd-46) conj:but(said-18, go-47) xcomp(go-47, crazy-48) case(thing-52, over-49) det(thing-52, this-50) compound(thing-52, Yellowstone-51) nmod:over(go-47, thing-52)  ",sheep,37,"dobj(had-36, sheep-37) ",""" but if I had sheep -- wolves are hell on",NN,[],had,VBD,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"A rancher who runs cattle near Red Lodge , over by the park 's northeast comer , said he was too busy dealing with bears to worry about wolves yet , "" but if I had sheep -- wolves are hell on sheep -- I 'd go crazy over this Yellowstone thing . ""","A/DT rancher/NN who/WP runs/VBZ cattle/NNS near/IN Red/NNP Lodge/NNP ,/, over/RB by/IN the/DT park/NN 's/POS northeast/NN comer/NN ,/, said/VBD he/PRP was/VBD too/RB busy/JJ dealing/VBG with/IN bears/NNS to/TO worry/VB about/IN wolves/NNS yet/RB ,/, ''/'' but/CC if/IN I/PRP had/VBD sheep/NN --/: wolves/NNS are/VBP hell/NN on/IN sheep/NN --/: I/PRP 'd/MD go/VB crazy/JJ over/IN this/DT Yellowstone/NNP thing/NN ./. ''/''"," det(rancher-2, A-1) nsubj(runs-4, rancher-2) nsubj(said-18, rancher-2) ref(rancher-2, who-3) acl:relcl(rancher-2, runs-4) dobj(runs-4, cattle-5) case(Lodge-8, near-6) compound(Lodge-8, Red-7) nmod:near(cattle-5, Lodge-8) advmod(said-18, over-10) case(comer-16, by-11) det(park-13, the-12) nmod:poss(comer-16, park-13) case(park-13, 's-14) compound(comer-16, northeast-15) nmod:by(over-10, comer-16) root(ROOT-0, said-18) nsubj(busy-22, he-19) cop(busy-22, was-20) advmod(busy-22, too-21) ccomp(said-18, busy-22) xcomp(busy-22, dealing-23) case(bears-25, with-24) nmod:with(dealing-23, bears-25) mark(worry-27, to-26) xcomp(dealing-23, worry-27) case(wolves-29, about-28) nmod:about(worry-27, wolves-29) advmod(worry-27, yet-30) cc(said-18, but-33) mark(had-36, if-34) nsubj(had-36, I-35) advcl(go-47, had-36) dobj(had-36, sheep-37) nsubj(hell-41, wolves-39) cop(hell-41, are-40) parataxis(go-47, hell-41) case(sheep-43, on-42) nmod:on(hell-41, sheep-43) nsubj(go-47, I-45) aux(go-47, 'd-46) conj:but(said-18, go-47) xcomp(go-47, crazy-48) case(thing-52, over-49) det(thing-52, this-50) compound(thing-52, Yellowstone-51) nmod:over(go-47, thing-52)  ",sheep,43,"case(sheep-43, on-42) nmod:on(hell-41, sheep-43) ",-- wolves are hell on sheep -- I 'd go crazy,NN,[],,,,,"[('on', 'hell')]",['on'],['hell'],[],[],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"<p> Even those known out West as "" banjo-eyed environmentalists "" no longer attempt to put the wolf in sheep 's clothing .",<p>/VB Even/RB those/DT known/VBN out/RP West/NNP as/IN ''/'' banjo-eyed/JJ environmentalists/NNS ''/'' no/RB longer/RB attempt/VBP to/TO put/VB the/DT wolf/NN in/IN sheep/NN 's/POS clothing/NN ./.," root(ROOT-0, <p>-1) advmod(attempt-14, Even-2) nsubj(attempt-14, those-3) nsubj(put-16, those-3) acl(those-3, known-4) compound:prt(known-4, out-5) dobj(known-4, West-6) case(environmentalists-10, as-7) amod(environmentalists-10, banjo-eyed-9) nmod:as(known-4, environmentalists-10) neg(longer-13, no-12) advmod(known-4, longer-13) ccomp(<p>-1, attempt-14) mark(put-16, to-15) xcomp(attempt-14, put-16) det(wolf-18, the-17) dobj(put-16, wolf-18) case(clothing-22, in-19) nmod:poss(clothing-22, sheep-20) case(sheep-20, 's-21) nmod:in(wolf-18, clothing-22)  ",sheep,20,"case(sheep-20, 's-21) nmod:poss(clothing-22, sheep-20) ",to put the wolf in sheep 's clothing .,NN,[],,,,,[],[],[],[],[],[],[],[],['clothing'],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"In 1980 and 1981 we lost many bighorn to pinkeye ; the sheep could n't see where they were going and fell to their deaths , "" he said . ""","In/IN 1980/CD and/CC 1981/CD we/PRP lost/VBD many/JJ bighorn/NN to/TO pinkeye/VB ;/: the/DT sheep/NN could/MD n't/RB see/VB where/WRB they/PRP were/VBD going/VBG and/CC fell/VBD to/TO their/PRP$ deaths/NNS ,/, ''/'' he/PRP said/VBD ./. ''/''"," case(1980-2, In-1) nmod:in(lost-6, 1980-2) cc(1980-2, and-3) conj:and(1980-2, 1981-4) nmod:in(lost-6, 1981-4) nsubj(lost-6, we-5) root(ROOT-0, lost-6) amod(bighorn-8, many-7) dobj(lost-6, bighorn-8) mark(pinkeye-10, to-9) advcl(lost-6, pinkeye-10) det(sheep-13, the-12) nsubj(see-16, sheep-13) nsubj(fell-22, sheep-13) aux(see-16, could-14) neg(see-16, n't-15) parataxis(lost-6, see-16) advmod(going-20, where-17) nsubj(going-20, they-18) aux(going-20, were-19) advcl(see-16, going-20) cc(see-16, and-21) parataxis(lost-6, fell-22) conj:and(see-16, fell-22) case(deaths-25, to-23) nmod:poss(deaths-25, their-24) nmod:to(fell-22, deaths-25) nsubj(said-29, he-28) parataxis(lost-6, said-29)  ",sheep,13,"det(sheep-13, the-12) nsubj(see-16, sheep-13) nsubj(fell-22, sheep-13) ",bighorn to pinkeye ; the sheep could n't see where they,NN,[],see,VB,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"During the pinkeye situation , wolves might have nipped the epidemic in the bud when the first few sheep began stumbling . ""","During/IN the/DT pinkeye/JJ situation/NN ,/, wolves/NNS might/MD have/VB nipped/VBN the/DT epidemic/NN in/IN the/DT bud/NN when/WRB the/DT first/JJ few/JJ sheep/NN began/VBD stumbling/VBG ./. ''/''"," case(situation-4, During-1) det(situation-4, the-2) amod(situation-4, pinkeye-3) nmod:during(nipped-9, situation-4) nsubj(nipped-9, wolves-6) aux(nipped-9, might-7) aux(nipped-9, have-8) root(ROOT-0, nipped-9) det(epidemic-11, the-10) dobj(nipped-9, epidemic-11) case(bud-14, in-12) det(bud-14, the-13) nmod:in(epidemic-11, bud-14) advmod(began-20, when-15) det(sheep-19, the-16) amod(sheep-19, first-17) amod(sheep-19, few-18) nsubj(began-20, sheep-19) advcl(nipped-9, began-20) dobj(began-20, stumbling-21)  ",sheep,19,"det(sheep-19, the-16) amod(sheep-19, first-17) amod(sheep-19, few-18) nsubj(began-20, sheep-19) ","bud when the first few sheep began stumbling . """,NN,[],began,VBD,subject,[],[],[],[],[],['the'],[],[],"['first', 'few']",[],[],[],[],[],[],[],[],few,fuzzy,singular,ambiguous,,unknown,unknown
"She is perfectly willing to eat the flesh of fish and chicken , who have beady eyes , according to her , but not that of cuddly creatures with big brown eyes -- not pandas , obviously , and not bears and pigs and sheep and certainly not Bessie and Bambi .","She/PRP is/VBZ perfectly/RB willing/JJ to/TO eat/VB the/DT flesh/NN of/IN fish/NN and/CC chicken/NN ,/, who/WP have/VBP beady/JJ eyes/NNS ,/, according/VBG to/TO her/PRP ,/, but/CC not/RB that/DT of/IN cuddly/JJ creatures/NNS with/IN big/JJ brown/JJ eyes/NNS --/: not/RB pandas/NNS ,/, obviously/RB ,/, and/CC not/RB bears/NNS and/CC pigs/NNS and/CC sheep/NN and/CC certainly/RB not/RB Bessie/NNP and/CC Bambi/NNP ./."," nsubj(willing-4, She-1) nsubj(eat-6, She-1) cop(willing-4, is-2) advmod(willing-4, perfectly-3) root(ROOT-0, willing-4) mark(eat-6, to-5) xcomp(willing-4, eat-6) det(flesh-8, the-7) dobj(eat-6, flesh-8) case(fish-10, of-9) nmod:of(flesh-8, fish-10) nsubj(have-15, fish-10) cc(fish-10, and-11) nmod:of(flesh-8, chicken-12) conj:and(fish-10, chicken-12) nsubj(have-15, chicken-12) ref(fish-10, who-14) acl:relcl(fish-10, have-15) amod(eyes-17, beady-16) dobj(have-15, eyes-17) case(her-21, according-19) mwe(according-19, to-20) nmod:according_to(have-15, her-21) cc(flesh-8, but-23) neg(that-25, not-24) dobj(eat-6, that-25) conj:but(flesh-8, that-25) case(creatures-28, of-26) amod(creatures-28, cuddly-27) nmod:of(that-25, creatures-28) case(eyes-32, with-29) amod(eyes-32, big-30) amod(eyes-32, brown-31) nmod:with(creatures-28, eyes-32) neg(pandas-35, not-34) dobj(eat-6, pandas-35) conj:but(flesh-8, pandas-35) advmod(pandas-35, obviously-37) cc(flesh-8, and-39) neg(bears-41, not-40) dobj(eat-6, bears-41) conj:and(flesh-8, bears-41) cc(bears-41, and-42) conj:and(flesh-8, pigs-43) conj:and(bears-41, pigs-43) cc(bears-41, and-44) conj:and(flesh-8, sheep-45) conj:and(bears-41, sheep-45) cc(eat-6, and-46) advmod(Bessie-49, certainly-47) neg(Bessie-49, not-48) xcomp(willing-4, Bessie-49) conj:and(eat-6, Bessie-49) cc(Bessie-49, and-50) conj:and(eat-6, Bambi-51) conj:and(Bessie-49, Bambi-51)  ",sheep,45,"conj:and(flesh-8, sheep-45) conj:and(bears-41, sheep-45) ",not bears and pigs and sheep and certainly not Bessie and,NN,[],,,,,[],[],[],[],[],"[('and', 'flesh'), ('and', 'bears')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"In short order she had acquired 150 acres outside Ithaca , 30 beef cattle , 25 goats , five horses and assorted sheep , lambs , chickens , ponies , birds , dogs and cats .","In/IN short/JJ order/NN she/PRP had/VBD acquired/VBN 150/CD acres/NNS outside/IN Ithaca/NNP ,/, 30/CD beef/NN cattle/NNS ,/, 25/CD goats/NNS ,/, five/CD horses/NNS and/CC assorted/JJ sheep/NN ,/, lambs/NNS ,/, chickens/NNS ,/, ponies/NNS ,/, birds/NNS ,/, dogs/NNS and/CC cats/NNS ./."," case(order-3, In-1) amod(order-3, short-2) nmod:in(acquired-6, order-3) nsubj(acquired-6, she-4) aux(acquired-6, had-5) root(ROOT-0, acquired-6) nummod(acres-8, 150-7) dobj(acquired-6, acres-8) case(Ithaca-10, outside-9) nmod:outside(acquired-6, Ithaca-10) nummod(cattle-14, 30-12) compound(cattle-14, beef-13) nmod:outside(acquired-6, cattle-14) conj:and(Ithaca-10, cattle-14) nummod(goats-17, 25-16) nmod:outside(acquired-6, goats-17) conj:and(Ithaca-10, goats-17) nummod(horses-20, five-19) nmod:outside(acquired-6, horses-20) conj:and(Ithaca-10, horses-20) cc(Ithaca-10, and-21) amod(sheep-23, assorted-22) nmod:outside(acquired-6, sheep-23) conj:and(Ithaca-10, sheep-23) conj:and(Ithaca-10, lambs-25) conj:and(sheep-23, lambs-25) conj:and(Ithaca-10, chickens-27) conj:and(sheep-23, chickens-27) conj:and(Ithaca-10, ponies-29) conj:and(sheep-23, ponies-29) conj:and(Ithaca-10, birds-31) conj:and(sheep-23, birds-31) conj:and(Ithaca-10, dogs-33) conj:and(sheep-23, dogs-33) cc(sheep-23, and-34) conj:and(Ithaca-10, cats-35) conj:and(sheep-23, cats-35)  ",sheep,23,"amod(sheep-23, assorted-22) conj:and(sheep-23, lambs-25) conj:and(sheep-23, chickens-27) conj:and(sheep-23, ponies-29) conj:and(sheep-23, birds-31) conj:and(sheep-23, dogs-33) cc(sheep-23, and-34) conj:and(sheep-23, cats-35) nmod:outside(acquired-6, sheep-23) conj:and(Ithaca-10, sheep-23) ",", five horses and assorted sheep , lambs , chickens ,",NN,[],,,,,"[('outside', 'acquired')]",['outside'],['acquired'],[],[],"[('and', 'lambs'), ('and', 'chickens'), ('and', 'ponies'), ('and', 'birds'), ('and', 'dogs'), ('and', 'cats'), ('and', 'Ithaca')]",[],['assorted'],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Much of Navajoland , an area the size of West Virginia , is significantly overgrazed by sheep , still a vital component of the Navajo way .","Much/RB of/IN Navajoland/NNP ,/, an/DT area/NN the/DT size/NN of/IN West/NNP Virginia/NNP ,/, is/VBZ significantly/RB overgrazed/JJ by/IN sheep/NN ,/, still/RB a/DT vital/JJ component/NN of/IN the/DT Navajo/NNP way/NN ./."," nsubj(overgrazed-15, Much-1) case(Navajoland-3, of-2) nmod:of(Much-1, Navajoland-3) det(area-6, an-5) appos(Much-1, area-6) det(size-8, the-7) dep(area-6, size-8) case(Virginia-11, of-9) compound(Virginia-11, West-10) nmod:of(size-8, Virginia-11) cop(overgrazed-15, is-13) advmod(overgrazed-15, significantly-14) root(ROOT-0, overgrazed-15) case(sheep-17, by-16) nmod:by(overgrazed-15, sheep-17) advmod(overgrazed-15, still-19) det(component-22, a-20) amod(component-22, vital-21) dep(overgrazed-15, component-22) case(way-26, of-23) det(way-26, the-24) compound(way-26, Navajo-25) nmod:of(component-22, way-26)  ",sheep,17,"case(sheep-17, by-16) nmod:by(overgrazed-15, sheep-17) ",", is significantly overgrazed by sheep , still a vital component",NN,[],,,,,"[('by', 'overgrazed')]",['by'],['overgrazed'],[],[],[],[],[],[],[],[],['by'],[],[],[],[],,,singular,,,unknown,unknown
"It 's as though I 'm bringing a bunch of sheep onto the white canvas and am watching for the stragglers at the back , "" Hunter says with a laugh . ""","It/PRP 's/VBZ as/IN though/IN I/PRP 'm/VBP bringing/VBG a/DT bunch/NN of/IN sheep/NN onto/IN the/DT white/JJ canvas/NN and/CC am/VBP watching/VBG for/IN the/DT stragglers/NNS at/IN the/DT back/NN ,/, ''/'' Hunter/NNP says/VBZ with/IN a/DT laugh/NN ./. ''/''"," nsubj('s-2, It-1) root(ROOT-0, 's-2) mark(says-28, as-3) mark(bringing-7, though-4) nsubj(bringing-7, I-5) nsubj(watching-18, I-5) aux(bringing-7, 'm-6) advcl(says-28, bringing-7) det(bunch-9, a-8) dobj(bringing-7, bunch-9) case(sheep-11, of-10) nmod:of(bunch-9, sheep-11) case(canvas-15, onto-12) det(canvas-15, the-13) amod(canvas-15, white-14) nmod:onto(bringing-7, canvas-15) cc(bringing-7, and-16) aux(watching-18, am-17) conj:and(bringing-7, watching-18) advcl(says-28, watching-18) case(stragglers-21, for-19) det(stragglers-21, the-20) nmod:for(watching-18, stragglers-21) case(back-24, at-22) det(back-24, the-23) nmod:at(stragglers-21, back-24) nsubj(says-28, Hunter-27) advcl('s-2, says-28) case(laugh-31, with-29) det(laugh-31, a-30) nmod:with(says-28, laugh-31)  ",sheep,11,"case(sheep-11, of-10) nmod:of(bunch-9, sheep-11) ",'m bringing a bunch of sheep onto the white canvas and,NN,[],,,,,"[('of', 'bunch')]",['of'],['bunch'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
