sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"PREFORMATTED TABLE 
##4014777 Section : Articles <p> Kin selection is the key to understanding the evolution of cooperation in insect societies .",PREFORMATTED/NNP TABLE/NNP ##/NNP 4014777/NNP Section/NNP :/: Articles/NNPS <p>/NN Kin/NNP selection/NNP is/VBZ the/DT key/NN to/TO understanding/VBG the/DT evolution/NN of/IN cooperation/NN in/IN insect/JJ societies/NNS ./.," compound(Section-5, PREFORMATTED-1) compound(Section-5, TABLE-2) compound(Section-5, ##-3) compound(Section-5, 4014777-4) root(ROOT-0, Section-5) compound(selection-10, Articles-7) compound(selection-10, <p>-8) compound(selection-10, Kin-9) nsubj(key-13, selection-10) cop(key-13, is-11) det(key-13, the-12) parataxis(Section-5, key-13) mark(understanding-15, to-14) acl(key-13, understanding-15) det(evolution-17, the-16) dobj(understanding-15, evolution-17) case(cooperation-19, of-18) nmod:of(evolution-17, cooperation-19) case(societies-22, in-20) amod(societies-22, insect-21) nmod:in(understanding-15, societies-22)  ",key,13,"nsubj(key-13, selection-10) cop(key-13, is-11) det(key-13, the-12) acl(key-13, understanding-15) parataxis(Section-5, key-13) ",Kin selection is the key to understanding the evolution of cooperation,NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
<p> But honey bees that can tolerate attack by the mite may hold an important key to stopping today 's devastating losses to this parasite .,<p>/NN But/CC honey/NN bees/NNS that/WDT can/MD tolerate/VB attack/NN by/IN the/DT mite/NN may/MD hold/VB an/DT important/JJ key/NN to/TO stopping/VBG today/NN 's/POS devastating/JJ losses/NNS to/TO this/DT parasite/NN ./.," nsubj(hold-13, <p>-1) advmod(hold-13, But-2) compound(bees-4, honey-3) nsubj(tolerate-7, bees-4) nsubj(hold-13, bees-4) ref(bees-4, that-5) aux(tolerate-7, can-6) acl:relcl(bees-4, tolerate-7) dobj(tolerate-7, attack-8) case(mite-11, by-9) det(mite-11, the-10) nmod:by(tolerate-7, mite-11) aux(hold-13, may-12) root(ROOT-0, hold-13) det(key-16, an-14) amod(key-16, important-15) dobj(hold-13, key-16) mark(stopping-18, to-17) advcl(hold-13, stopping-18) nmod:poss(losses-22, today-19) case(today-19, 's-20) amod(losses-22, devastating-21) dobj(stopping-18, losses-22) case(parasite-25, to-23) det(parasite-25, this-24) nmod:to(stopping-18, parasite-25)  ",key,16,"det(key-16, an-14) amod(key-16, important-15) dobj(hold-13, key-16) ",mite may hold an important key to stopping today 's devastating,NN,[],hold,VB,object,[],[],[],[],[],['an'],[],[],['important'],[],[],[],[],[],[],an,unit,singular,ambiguous,A+N,countable
"MARKET DEVELOPMENT IN NEW YORK CITY <p> Robert Lange -- director of New York City 's Bureau of Waste Prevention , Reuse and Recycling -- believes that institutionalized recycling is one of the keys to New York 's recent recycling successes .","MARKET/NNP DEVELOPMENT/NNP IN/IN NEW/NNP YORK/NNP CITY/NNP <p>/NNP Robert/NNP Lange/NNP --/: director/NN of/IN New/NNP York/NNP City/NNP 's/POS Bureau/NNP of/IN Waste/NNP Prevention/NNP ,/, Reuse/NNP and/CC Recycling/NNP --/: believes/VBZ that/IN institutionalized/JJ recycling/NN is/VBZ one/CD of/IN the/DT keys/NNS to/TO New/NNP York/NNP 's/POS recent/JJ recycling/VBG successes/NNS ./."," compound(DEVELOPMENT-2, MARKET-1) nsubj(believes-26, DEVELOPMENT-2) case(Lange-9, IN-3) compound(Lange-9, NEW-4) compound(Lange-9, YORK-5) compound(Lange-9, CITY-6) compound(Lange-9, <p>-7) compound(Lange-9, Robert-8) nmod:in(DEVELOPMENT-2, Lange-9) dep(Lange-9, director-11) case(Bureau-17, of-12) compound(City-15, New-13) compound(City-15, York-14) nmod:poss(Bureau-17, City-15) case(City-15, 's-16) nmod:of(director-11, Bureau-17) case(Prevention-20, of-18) compound(Prevention-20, Waste-19) nmod:of(Bureau-17, Prevention-20) nmod:of(Bureau-17, Reuse-22) conj:and(Prevention-20, Reuse-22) cc(Prevention-20, and-23) nmod:of(Bureau-17, Recycling-24) conj:and(Prevention-20, Recycling-24) root(ROOT-0, believes-26) mark(one-31, that-27) amod(recycling-29, institutionalized-28) nsubj(one-31, recycling-29) cop(one-31, is-30) ccomp(believes-26, one-31) case(keys-34, of-32) det(keys-34, the-33) nmod:of(one-31, keys-34) case(successes-41, to-35) compound(York-37, New-36) nmod:poss(successes-41, York-37) case(York-37, 's-38) amod(successes-41, recent-39) amod(successes-41, recycling-40) nmod:to(keys-34, successes-41)  ",keys,34,"case(keys-34, of-32) det(keys-34, the-33) nmod:to(keys-34, successes-41) nmod:of(one-31, keys-34) ",recycling is one of the keys to New York 's recent,NNS,[],,,,,"[('to', 'successes'), ('of', 'one')]","['to', 'of']",['one'],['successes'],['the'],[],[],[],[],[],[],['of'],[],[],,,plural,,,unknown
"The "" key "" to riding out the hard times is to establish and maintain a strong commitment to the local community .",The/NNP ''/'' key/NN ''/'' to/TO riding/VBG out/RP the/DT hard/JJ times/NNS is/VBZ to/TO establish/VB and/CC maintain/VB a/DT strong/JJ commitment/NN to/TO the/DT local/JJ community/NN ./.," root(ROOT-0, The-1) nsubj(is-11, key-3) nsubj(establish-13, key-3) nsubj(maintain-15, key-3) mark(riding-6, to-5) acl(key-3, riding-6) compound:prt(riding-6, out-7) det(times-10, the-8) amod(times-10, hard-9) dobj(riding-6, times-10) acl:relcl(The-1, is-11) mark(establish-13, to-12) xcomp(is-11, establish-13) cc(establish-13, and-14) xcomp(is-11, maintain-15) conj:and(establish-13, maintain-15) det(commitment-18, a-16) amod(commitment-18, strong-17) dobj(establish-13, commitment-18) case(community-22, to-19) det(community-22, the-20) amod(community-22, local-21) nmod:to(establish-13, community-22)  ",key,3,"acl(key-3, riding-6) nsubj(is-11, key-3) nsubj(establish-13, key-3) nsubj(maintain-15, key-3) ","The "" key "" to riding out the",NN,[],is,VBZ,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"The key to keeping costs down is to keep things simple by designing and building as much of the facility as you can , "" says Mathers .","The/DT key/NN to/TO keeping/VBG costs/NNS down/RB is/VBZ to/TO keep/VB things/NNS simple/JJ by/IN designing/VBG and/CC building/VBG as/RB much/JJ of/IN the/DT facility/NN as/IN you/PRP can/MD ,/, ''/'' says/VBZ Mathers/NNP ./."," det(key-2, The-1) nsubj(is-7, key-2) nsubj(keep-9, key-2) case(costs-5, to-3) amod(costs-5, keeping-4) nmod:to(key-2, costs-5) advmod(is-7, down-6) ccomp(says-26, is-7) mark(keep-9, to-8) xcomp(is-7, keep-9) nsubj(simple-11, things-10) xcomp(keep-9, simple-11) mark(designing-13, by-12) advcl(simple-11, designing-13) cc(designing-13, and-14) advcl(simple-11, building-15) conj:and(designing-13, building-15) advmod(much-17, as-16) dobj(designing-13, much-17) case(facility-20, of-18) det(facility-20, the-19) nmod:of(much-17, facility-20) mark(can-23, as-21) nsubj(can-23, you-22) advcl(designing-13, can-23) root(ROOT-0, says-26) nsubj(says-26, Mathers-27)  ",key,2,"det(key-2, The-1) nmod:to(key-2, costs-5) nsubj(is-7, key-2) nsubj(keep-9, key-2) ",The key to keeping costs down is,NN,[],is,VBZ,subject,[],"[('to', 'costs')]",['to'],[],['costs'],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"<p> Those concerned about environmental issues generally focus on education as the key to improving environmental behavior ( Disinger , 1982 ) .","<p>/VB Those/DT concerned/JJ about/IN environmental/JJ issues/NNS generally/RB focus/NN on/IN education/NN as/IN the/DT key/NN to/TO improving/VBG environmental/JJ behavior/NN -LRB-/-LRB- Disinger/NNP ,/, 1982/CD -RRB-/-RRB- ./."," root(ROOT-0, <p>-1) det(focus-8, Those-2) amod(focus-8, concerned-3) case(issues-6, about-4) amod(issues-6, environmental-5) nmod:about(concerned-3, issues-6) advmod(issues-6, generally-7) dobj(<p>-1, focus-8) case(education-10, on-9) nmod:on(focus-8, education-10) case(key-13, as-11) det(key-13, the-12) nmod:as(<p>-1, key-13) mark(improving-15, to-14) acl(key-13, improving-15) amod(behavior-17, environmental-16) dobj(improving-15, behavior-17) appos(behavior-17, Disinger-19) dep(Disinger-19, 1982-21)  ",key,13,"case(key-13, as-11) det(key-13, the-12) acl(key-13, improving-15) nmod:as(<p>-1, key-13) ",focus on education as the key to improving environmental behavior (,NN,[],,,,,[],[],[],[],['the'],[],[],[],[],[],[],['as'],[],[],,,singular,,,unknown
"Because our actions depend on knowledge of the workings of nature , on positive attitudes toward nature and its problems , and on external regulation , education is seen as the key to "" saving the world . ""","Because/IN our/PRP$ actions/NNS depend/VBP on/IN knowledge/NN of/IN the/DT workings/NNS of/IN nature/NN ,/, on/IN positive/JJ attitudes/NNS toward/IN nature/NN and/CC its/PRP$ problems/NNS ,/, and/CC on/IN external/JJ regulation/NN ,/, education/NN is/VBZ seen/VBN as/IN the/DT key/NN to/TO ''/'' saving/VB the/DT world/NN ./. ''/''"," mark(depend-4, Because-1) nmod:poss(actions-3, our-2) nsubj(depend-4, actions-3) nsubj(depend-4', actions-3) nsubj(depend-4'', actions-3) conj:and(depend-4, depend-4') conj:and(depend-4, depend-4'') advcl(seen-29, depend-4) advcl(seen-29, depend-4') advcl(seen-29, depend-4'') case(knowledge-6, on-5) nmod:on(depend-4, knowledge-6) case(workings-9, of-7) det(workings-9, the-8) nmod:of(knowledge-6, workings-9) case(nature-11, of-10) nmod:of(workings-9, nature-11) case(attitudes-15, on-13) amod(attitudes-15, positive-14) nmod:on(depend-4'', attitudes-15) case(nature-17, toward-16) nmod:toward(attitudes-15, nature-17) cc(nature-17, and-18) nmod:poss(problems-20, its-19) nmod:toward(attitudes-15, problems-20) conj:and(nature-17, problems-20) cc(depend-4, and-22) case(regulation-25, on-23) amod(regulation-25, external-24) nmod:on(depend-4', regulation-25) nsubjpass(seen-29, education-27) nsubj(saving-35, education-27) auxpass(seen-29, is-28) root(ROOT-0, seen-29) case(key-32, as-30) det(key-32, the-31) nmod:as(seen-29, key-32) mark(saving-35, to-33) xcomp(seen-29, saving-35) det(world-37, the-36) dobj(saving-35, world-37)  ",key,32,"case(key-32, as-30) det(key-32, the-31) nmod:as(seen-29, key-32) ","education is seen as the key to "" saving the world",NN,[],,,,,"[('as', 'seen')]",['as'],['seen'],[],['the'],[],[],[],[],[],[],['as'],[],[],,,singular,,,unknown
"Each of the three automakers has specific needs , such as a drawing format , for example , which includes the use of customer-specific symbols for key and safety characteristics of the product .","Each/DT of/IN the/DT three/CD automakers/NNS has/VBZ specific/JJ needs/NNS ,/, such/JJ as/IN a/DT drawing/VBG format/NN ,/, for/IN example/NN ,/, which/WDT includes/VBZ the/DT use/NN of/IN customer-specific/JJ symbols/NNS for/IN key/NN and/CC safety/NN characteristics/NNS of/IN the/DT product/NN ./."," nsubj(has-6, Each-1) case(automakers-5, of-2) det(automakers-5, the-3) nummod(automakers-5, three-4) nmod:of(Each-1, automakers-5) root(ROOT-0, has-6) amod(needs-8, specific-7) dobj(has-6, needs-8) case(format-14, such-10) mwe(such-10, as-11) det(format-14, a-12) amod(format-14, drawing-13) nmod:such_as(needs-8, format-14) case(example-17, for-16) nmod:for(format-14, example-17) nsubj(includes-20, example-17) ref(example-17, which-19) acl:relcl(example-17, includes-20) det(use-22, the-21) dobj(includes-20, use-22) case(symbols-25, of-23) amod(symbols-25, customer-specific-24) nmod:of(use-22, symbols-25) case(characteristics-30, for-26) compound(characteristics-30, key-27) cc(key-27, and-28) conj:and(key-27, safety-29) compound(characteristics-30, safety-29) nmod:for(symbols-25, characteristics-30) case(product-33, of-31) det(product-33, the-32) nmod:of(characteristics-30, product-33)  ",key,27,"cc(key-27, and-28) conj:and(key-27, safety-29) compound(characteristics-30, key-27) ",use of customer-specific symbols for key and safety characteristics of the,NN,[],,,,,[],[],[],[],[],"[('and', 'safety')]",['characteristics'],[],[],[],[],[],[],[],,,singular,,,unknown
<p> Simplicity is the key .,<p>/NNP Simplicity/NNP is/VBZ the/DT key/NN ./.," compound(Simplicity-2, <p>-1) nsubj(key-5, Simplicity-2) cop(key-5, is-3) det(key-5, the-4) root(ROOT-0, key-5)  ",key,5,"nsubj(key-5, Simplicity-2) cop(key-5, is-3) det(key-5, the-4) root(ROOT-0, key-5) ",<p> Simplicity is the key .,NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
<p> The SPKA instruction changes the storage protection key used to access subsequent instructions and data .,<p>/RB The/DT SPKA/NNP instruction/NN changes/VBZ the/DT storage/NN protection/NN key/NN used/VBN to/TO access/VB subsequent/JJ instructions/NNS and/CC data/NNS ./.," advmod(changes-5, <p>-1) det(instruction-4, The-2) compound(instruction-4, SPKA-3) nsubj(changes-5, instruction-4) root(ROOT-0, changes-5) det(key-9, the-6) compound(key-9, storage-7) compound(key-9, protection-8) dobj(changes-5, key-9) acl(key-9, used-10) mark(access-12, to-11) xcomp(used-10, access-12) amod(instructions-14, subsequent-13) dobj(access-12, instructions-14) cc(instructions-14, and-15) dobj(access-12, data-16) conj:and(instructions-14, data-16)  ",key,9,"det(key-9, the-6) compound(key-9, storage-7) compound(key-9, protection-8) acl(key-9, used-10) dobj(changes-5, key-9) ",instruction changes the storage protection key used to access subsequent instructions,NN,[],changes,VBZ,object,[],[],[],[],[],['the'],[],"['storage', 'protection']",[],[],[],[],[],[],[],,,singular,singular,,unknown
The L1 cache would have checked for I-fetch data for protection exceptions against the old PSW key and would not be aware that it has been changed .,The/DT L1/NNP cache/NN would/MD have/VB checked/VBN for/IN I-fetch/JJ data/NNS for/IN protection/NN exceptions/NNS against/IN the/DT old/JJ PSW/NNP key/NN and/CC would/MD not/RB be/VB aware/JJ that/IN it/PRP has/VBZ been/VBN changed/VBN ./.," det(cache-3, The-1) compound(cache-3, L1-2) nsubj(checked-6, cache-3) nsubj(aware-22, cache-3) aux(checked-6, would-4) aux(checked-6, have-5) root(ROOT-0, checked-6) case(data-9, for-7) amod(data-9, I-fetch-8) nmod:for(checked-6, data-9) case(exceptions-12, for-10) compound(exceptions-12, protection-11) nmod:for(data-9, exceptions-12) case(key-17, against-13) det(key-17, the-14) amod(key-17, old-15) compound(key-17, PSW-16) nmod:against(exceptions-12, key-17) cc(checked-6, and-18) aux(aware-22, would-19) neg(aware-22, not-20) cop(aware-22, be-21) conj:and(checked-6, aware-22) mark(changed-27, that-23) nsubjpass(changed-27, it-24) aux(changed-27, has-25) auxpass(changed-27, been-26) ccomp(aware-22, changed-27)  ",key,17,"case(key-17, against-13) det(key-17, the-14) amod(key-17, old-15) compound(key-17, PSW-16) nmod:against(exceptions-12, key-17) ",exceptions against the old PSW key and would not be aware,NN,[],,,,,"[('against', 'exceptions')]",['against'],['exceptions'],[],['the'],[],['PSW'],['old'],[],[],[],['against'],[],[],,,singular,,,unknown
The G5 includes logic to carefully monitor prefetched instructions against changes made to the key via an SPKA instruction .,The/DT G5/NN includes/VBZ logic/NN to/TO carefully/RB monitor/VB prefetched/JJ instructions/NNS against/IN changes/NNS made/VBN to/TO the/DT key/NN via/IN an/DT SPKA/NNP instruction/NN ./.," det(G5-2, The-1) nsubj(includes-3, G5-2) root(ROOT-0, includes-3) dobj(includes-3, logic-4) mark(monitor-7, to-5) advmod(monitor-7, carefully-6) advcl(includes-3, monitor-7) amod(instructions-9, prefetched-8) dobj(monitor-7, instructions-9) case(changes-11, against-10) nmod:against(instructions-9, changes-11) acl(changes-11, made-12) case(key-15, to-13) det(key-15, the-14) nmod:to(made-12, key-15) case(instruction-19, via-16) det(instruction-19, an-17) compound(instruction-19, SPKA-18) nmod:via(key-15, instruction-19)  ",key,15,"case(key-15, to-13) det(key-15, the-14) nmod:via(key-15, instruction-19) nmod:to(made-12, key-15) ",against changes made to the key via an SPKA instruction .,NN,[],,,,,"[('via', 'instruction'), ('to', 'made')]","['via', 'to']",['made'],['instruction'],['the'],[],[],[],[],[],[],['to'],[],[],,,singular,,,unknown
"In both cases , the ESA/390 architecture requires local copies of page table entries or storage keys , typically kept in the TLB , on other processors to be invalidated before the instruction completes on the issuing processor .","In/IN both/DT cases/NNS ,/, the/DT ESA/390/NNP architecture/NN requires/VBZ local/JJ copies/NNS of/IN page/NN table/NN entries/NNS or/CC storage/NN keys/NNS ,/, typically/RB kept/VBD in/IN the/DT TLB/NNP ,/, on/IN other/JJ processors/NNS to/TO be/VB invalidated/JJ before/IN the/DT instruction/NN completes/VBZ on/IN the/DT issuing/VBG processor/NN ./."," case(cases-3, In-1) det(cases-3, both-2) nmod:in(requires-8, cases-3) det(architecture-7, the-5) compound(architecture-7, ESA/390-6) nsubj(requires-8, architecture-7) root(ROOT-0, requires-8) amod(copies-10, local-9) dobj(requires-8, copies-10) case(entries-14, of-11) compound(entries-14, page-12) compound(entries-14, table-13) nmod:of(copies-10, entries-14) cc(entries-14, or-15) compound(keys-17, storage-16) nmod:of(copies-10, keys-17) conj:or(entries-14, keys-17) advmod(kept-20, typically-19) dep(requires-8, kept-20) case(TLB-23, in-21) det(TLB-23, the-22) nmod:in(kept-20, TLB-23) case(processors-27, on-25) amod(processors-27, other-26) nmod:on(requires-8, processors-27) mark(invalidated-30, to-28) cop(invalidated-30, be-29) acl(processors-27, invalidated-30) mark(completes-34, before-31) det(instruction-33, the-32) nsubj(completes-34, instruction-33) advcl(invalidated-30, completes-34) case(processor-38, on-35) det(processor-38, the-36) amod(processor-38, issuing-37) nmod:on(completes-34, processor-38)  ",keys,17,"compound(keys-17, storage-16) nmod:of(copies-10, keys-17) conj:or(entries-14, keys-17) ","page table entries or storage keys , typically kept in the",NNS,[],,,,,"[('of', 'copies')]",['of'],['copies'],[],[],"[('or', 'entries')]",['storage'],[],[],[],[],[],[],[],,,plural,,,unknown
"The master processor , after modifying its own TLB , would then modify the common facility : a page-table entry in storage for IPTE or a storage key for SSKE .","The/DT master/NN processor/NN ,/, after/IN modifying/VBG its/PRP$ own/JJ TLB/NN ,/, would/MD then/RB modify/VB the/DT common/JJ facility/NN :/: a/DT page-table/JJ entry/NN in/IN storage/NN for/IN IPTE/NNP or/CC a/DT storage/NN key/NN for/IN SSKE/NNP ./."," det(processor-3, The-1) compound(processor-3, master-2) nsubj(modify-13, processor-3) mark(modifying-6, after-5) advcl(modify-13, modifying-6) nmod:poss(TLB-9, its-7) amod(TLB-9, own-8) dobj(modifying-6, TLB-9) aux(modify-13, would-11) advmod(modify-13, then-12) root(ROOT-0, modify-13) det(facility-16, the-14) amod(facility-16, common-15) dobj(modify-13, facility-16) det(entry-20, a-18) amod(entry-20, page-table-19) dep(facility-16, entry-20) case(storage-22, in-21) nmod:in(entry-20, storage-22) case(IPTE-24, for-23) nmod:for(storage-22, IPTE-24) cc(facility-16, or-25) det(key-28, a-26) compound(key-28, storage-27) dobj(modify-13, key-28) conj:or(facility-16, key-28) case(SSKE-30, for-29) nmod:for(key-28, SSKE-30)  ",key,28,"det(key-28, a-26) compound(key-28, storage-27) nmod:for(key-28, SSKE-30) dobj(modify-13, key-28) conj:or(facility-16, key-28) ",for IPTE or a storage key for SSKE .,NN,[],modify,VB,object,[],"[('for', 'SSKE')]",['for'],[],['SSKE'],['a'],"[('or', 'facility')]",['storage'],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable
"The most important examples are a TLB miss requiring translation , or a required access to a storage key .","The/DT most/RBS important/JJ examples/NNS are/VBP a/DT TLB/NNP miss/NNP requiring/VBG translation/NN ,/, or/CC a/DT required/VBN access/NN to/TO a/DT storage/NN key/NN ./."," det(examples-4, The-1) advmod(important-3, most-2) amod(examples-4, important-3) nsubj(miss-8, examples-4) cop(miss-8, are-5) det(miss-8, a-6) compound(miss-8, TLB-7) root(ROOT-0, miss-8) acl(miss-8, requiring-9) dobj(requiring-9, translation-10) cc(miss-8, or-12) det(access-15, a-13) amod(access-15, required-14) conj:or(miss-8, access-15) case(key-19, to-16) det(key-19, a-17) compound(key-19, storage-18) nmod:to(access-15, key-19)  ",key,19,"case(key-19, to-16) det(key-19, a-17) compound(key-19, storage-18) nmod:to(access-15, key-19) ",required access to a storage key .,NN,[],,,,,"[('to', 'access')]",['to'],['access'],[],['a'],[],['storage'],[],[],[],[],['to'],[],[],a,unit,singular,,A+N,countable
"To detect storage access exceptions that the user 's program would trigger if running on the actual hardware , the SLIH runs in the address-space control ( ASC ) mode of the user 's program to fetch the instruction , and accesses user storage with the user 's key .","To/TO detect/VB storage/NN access/NN exceptions/NNS that/IN the/DT user/NN 's/POS program/NN would/MD trigger/VB if/IN running/VBG on/IN the/DT actual/JJ hardware/NN ,/, the/DT SLIH/NNS runs/VBZ in/IN the/DT address-space/JJ control/NN -LRB-/-LRB- ASC/NNP -RRB-/-RRB- mode/NN of/IN the/DT user/NN 's/POS program/NN to/TO fetch/VB the/DT instruction/NN ,/, and/CC accesses/VBZ user/NN storage/NN with/IN the/DT user/NN 's/POS key/NN ./."," mark(detect-2, To-1) advcl(runs-22, detect-2) compound(exceptions-5, storage-3) compound(exceptions-5, access-4) dobj(detect-2, exceptions-5) mark(trigger-12, that-6) det(user-8, the-7) nmod:poss(program-10, user-8) case(user-8, 's-9) nsubj(trigger-12, program-10) aux(trigger-12, would-11) ccomp(detect-2, trigger-12) mark(running-14, if-13) advcl(trigger-12, running-14) case(hardware-18, on-15) det(hardware-18, the-16) amod(hardware-18, actual-17) nmod:on(running-14, hardware-18) det(SLIH-21, the-20) nsubj(runs-22, SLIH-21) nsubj(accesses-42, SLIH-21) root(ROOT-0, runs-22) case(control-26, in-23) det(control-26, the-24) amod(control-26, address-space-25) nmod:in(runs-22, control-26) appos(control-26, ASC-28) dobj(runs-22, mode-30) case(program-35, of-31) det(user-33, the-32) nmod:poss(program-35, user-33) case(user-33, 's-34) nmod:of(mode-30, program-35) mark(fetch-37, to-36) acl(program-35, fetch-37) det(instruction-39, the-38) dobj(fetch-37, instruction-39) cc(runs-22, and-41) conj:and(runs-22, accesses-42) compound(storage-44, user-43) dobj(accesses-42, storage-44) case(key-49, with-45) det(user-47, the-46) nmod:poss(key-49, user-47) case(user-47, 's-48) nmod:with(accesses-42, key-49)  ",key,49,"case(key-49, with-45) nmod:poss(key-49, user-47) nmod:with(accesses-42, key-49) ",storage with the user 's key .,NN,[],,,,,"[('with', 'accesses')]",['with'],['accesses'],[],[],[],[],[],[],['user'],[],['with'],[],[],,,singular,,,unknown
"The high-speed , physically secure IBM S/390 Registered Trademark CMOS Cryptographic Coprocessor for S/390 Parallel Enterprise Servers Trademark , together with the IBM Integrated Cryptographic Service Facility ( ICSF ) , an IBM licensed program for the OS/390 Registered Trademark operating system , provides the ability to encrypt and decrypt data , generate and manage cryptographic keys , perform PIN operations , and perform other cryptographic functions dealing with data integrity , digital signatures , and key exchange .","The/DT high-speed/JJ ,/, physically/RB secure/JJ IBM/NNP S/390/NNP Registered/NNP Trademark/NNP CMOS/NNP Cryptographic/NNP Coprocessor/NNP for/IN S/390/NNP Parallel/NNP Enterprise/NNP Servers/NNPS Trademark/NNP ,/, together/RB with/IN the/DT IBM/NNP Integrated/NNP Cryptographic/NNP Service/NNP Facility/NNP -LRB-/-LRB- ICSF/NNP -RRB-/-RRB- ,/, an/DT IBM/NNP licensed/JJ program/NN for/IN the/DT OS/390/NNP Registered/NNP Trademark/NNP operating/NN system/NN ,/, provides/VBZ the/DT ability/NN to/TO encrypt/VB and/CC decrypt/VB data/NNS ,/, generate/VB and/CC manage/VB cryptographic/JJ keys/NNS ,/, perform/VB PIN/NNP operations/NNS ,/, and/CC perform/VB other/JJ cryptographic/JJ functions/NNS dealing/VBG with/IN data/NN integrity/NN ,/, digital/JJ signatures/NNS ,/, and/CC key/JJ exchange/NN ./."," det(high-speed-2, The-1) nsubj(provides-44, high-speed-2) advmod(secure-5, physically-4) amod(Coprocessor-12, secure-5) compound(Coprocessor-12, IBM-6) compound(Coprocessor-12, S/390-7) compound(Coprocessor-12, Registered-8) compound(Coprocessor-12, Trademark-9) compound(Coprocessor-12, CMOS-10) compound(Coprocessor-12, Cryptographic-11) appos(high-speed-2, Coprocessor-12) case(Trademark-18, for-13) compound(Trademark-18, S/390-14) compound(Trademark-18, Parallel-15) compound(Trademark-18, Enterprise-16) compound(Trademark-18, Servers-17) nmod:for(Coprocessor-12, Trademark-18) advmod(Coprocessor-12, together-20) case(Facility-27, with-21) det(Facility-27, the-22) compound(Facility-27, IBM-23) compound(Facility-27, Integrated-24) compound(Facility-27, Cryptographic-25) compound(Facility-27, Service-26) nmod:with(high-speed-2, Facility-27) appos(high-speed-2, ICSF-29) det(program-35, an-32) compound(program-35, IBM-33) amod(program-35, licensed-34) appos(high-speed-2, program-35) case(system-42, for-36) det(system-42, the-37) compound(system-42, OS/390-38) compound(system-42, Registered-39) compound(system-42, Trademark-40) compound(system-42, operating-41) nmod:for(program-35, system-42) root(ROOT-0, provides-44) det(ability-46, the-45) dobj(provides-44, ability-46) mark(encrypt-48, to-47) acl(ability-46, encrypt-48) cc(encrypt-48, and-49) acl(ability-46, decrypt-50) conj:and(encrypt-48, decrypt-50) dobj(encrypt-48, data-51) acl(ability-46, generate-53) conj:and(encrypt-48, generate-53) cc(generate-53, and-54) conj:and(encrypt-48, manage-55) conj:and(generate-53, manage-55) amod(keys-57, cryptographic-56) dobj(generate-53, keys-57) acl(ability-46, perform-59) conj:and(encrypt-48, perform-59) compound(operations-61, PIN-60) dobj(perform-59, operations-61) cc(encrypt-48, and-63) acl(ability-46, perform-64) conj:and(encrypt-48, perform-64) amod(functions-67, other-65) amod(functions-67, cryptographic-66) dobj(perform-64, functions-67) acl(functions-67, dealing-68) case(integrity-71, with-69) compound(integrity-71, data-70) nmod:with(dealing-68, integrity-71) amod(signatures-74, digital-73) nmod:with(dealing-68, signatures-74) conj:and(integrity-71, signatures-74) cc(integrity-71, and-76) amod(exchange-78, key-77) nmod:with(dealing-68, exchange-78) conj:and(integrity-71, exchange-78)  ",keys,57,"amod(keys-57, cryptographic-56) dobj(generate-53, keys-57) ",", generate and manage cryptographic keys , perform PIN operations ,",NNS,[],generate,VB,object,[],[],[],[],[],[],[],[],['cryptographic'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
